2958867 3051583 0.1
2958867 3065753 0.05
2958867 3519382 0.1
2958867 3524468 0.15
2958867 3580226 0.2
2958867 3636286 0.05
2958867 3758046 0.05
2958867 3777842 0.05
2958867 3781813 0.05
2958867 3784510 0.2
2958867 3805684 0.1
2958867 3868162 0.15
2958867 1153060 0.1
2958867 2446162 0.15
2958867 2505945 0.1
2958867 1082609 0.1
2958867 2595484 0.25
2958867 1924050 0.15
2958867 2605005 0.15
2958867 1825586 0.1
2958867 2901672 0.1
2958867 1178404 0.1
2958867 2591873 0.15
2958867 1840911 0.1
2958867 2007006 0.2
943000 2007006 0.1
943000 2113475 0.05
943000 2623330 0.05
943000 2802608 0.1
943000 3062693 0.05
943000 3065753 0.1
943000 3112971 0.05
943000 3176733 0.05
943000 3180905 0.05
943000 3205364 0.05
943000 3378104 0.1
943000 3526283 0.05
943000 3834847 0.05
943000 3879831 0.05
1823015 1840911 0.05
1823015 1973274 0.05
1823015 2065376 0.1
1823015 2226047 0.05
1823015 2246963 0.05
1823015 2264754 0.05
1823015 2505945 0.05
1823015 2773021 0.05
1823015 2836929 0.05
1823015 2918809 0.05
1823015 3239415 0.05
1823015 3389170 0.1
1823015 3519382 0.05
1823015 3524468 0.05
1823015 3580226 0.05
1823015 3726618 0.05
1823015 3780765 0.1
1823015 3792648 0.1
1823015 3872801 0.05
1823015 3879780 0.05
1823015 3879787 0.05
1823015 756043 0.05
2324153 2886195 0.1
2324153 3519382 0.1
2324153 3561333 0.05
2324153 3580226 0.05
2324153 3587899 0.05
2324153 3732674 0.1
2324153 3769727 0.05
2324153 3875955 0.1
2324153 3879792 0.1
2324153 1153060 0.1
2324153 2064148 0.1
2324153 2065376 0.1
2324153 842830 0.15
2324153 1015455 0.1
2324153 756043 0.05
2324153 1127210 0.15
3113409 3519382 0.05
3113409 3756635 0.05
3113409 3782876 0.05
3113409 992535 0.05
3113409 1193953 0.05
3113409 2591873 0.05
3113409 2007006 0.05
3152217 3519382 0.15
3152217 3522794 0.1
3152217 3524468 0.15
3152217 3580226 0.15
3152217 3751285 0.05
3152217 2064148 0.15
3152217 2505945 0.05
3152217 2627072 0.2
3152217 1840912 0.25
3152217 2296895 0.05
3500517 3524468 0.05
3500517 3560022 0.05
3500517 3580226 0.05
3500517 3594400 0.1
3500517 3595926 0.1
3500517 2580633 0.05
3500517 2505945 0.05
3500517 2219100 0.15
3500517 843647 0.1
3500517 3065753 0.05
3500517 2610932 0.15
3500517 1825586 0.05
3500517 1825588 0.2
3500517 369440 0.15
3500517 1928090 0.15
3500517 2355349 0.1
3500517 3483378 0.05
3500517 1916768 0.1
2310619 3519382 0.05
2310619 3726618 0.2
2310619 2065376 0.15
2310619 2245878 0.2
2310619 756043 0.1
2520175 2591873 0.1
2520175 3519382 0.05
2520175 3524468 0.05
2520175 3580226 0.1
2520175 3583237 0.1
2520175 3727460 0.05
2520175 3756635 0.05
2520175 3782876 0.1
2520175 3816315 0.05
2520175 3835471 0.1
2520175 3852206 0.05
2520175 3875955 0.1
2520175 2065376 0.15
2520175 2505945 0.05
2520175 992535 0.1
2520175 2451450 0.05
2520175 1869456 0.05
2520175 756043 0.1
2520175 1127210 0.15
3147205 3188926 0.15
3147205 3519382 0.15
3147205 3524468 0.15
3147205 3586991 0.05
3147205 3597465 0.05
3147205 3699778 0.1
3147205 3700783 0.05
3147205 2505945 0.1
3147205 842830 0.2
3147205 3056180 0.05
3147205 1830939 0.1
3147205 2591873 0.15
3147205 756043 0.1
3147205 2007006 0.15
1153060 1336856 0.05
1153060 1355115 0.05
1153060 1840911 0.05
1153060 1870403 0.05
1153060 1924050 0.05
1153060 1970754 0.05
1153060 2065376 0.05
1153060 2174344 0.05
1153060 2237547 0.05
1153060 2246963 0.05
1153060 2273363 0.05
1153060 2324153 0.05
1153060 2396591 0.05
1153060 2605005 0.05
1153060 2610932 0.05
1153060 2627072 0.05
1153060 2670861 0.05
1153060 2773021 0.05
1153060 2839943 0.05
1153060 2918809 0.05
1153060 2944543 0.05
1153060 3050248 0.05
1153060 3051583 0.05
1153060 3085841 0.05
1153060 3093770 0.05
1153060 3145809 0.05
1153060 3153091 0.05
1153060 3205364 0.05
1153060 3380256 0.05
1153060 3432837 0.05
1153060 3524468 0.05
1153060 3525238 0.05
1153060 3580226 0.05
1153060 3587899 0.05
1153060 3599350 0.05
1153060 3601050 0.05
1153060 3695758 0.05
1153060 3713079 0.05
1153060 3726618 0.05
1153060 3746908 0.05
1153060 3772911 0.05
1153060 3777842 0.05
1153060 3792648 0.05
1153060 3841895 0.05
1153060 3858053 0.05
1153060 3859380 0.05
1153060 3875955 0.05
1153060 3879780 0.05
1153060 3879792 0.05
1153060 3879820 0.05
1153060 5072799 0.05
1153060 5098596 0.05
1153060 914006 0.05
1153060 843647 0.05
1153060 394916 0.05
1153060 695931 0.05
1153060 756043 0.05
1153060 284958 0.05
1153060 1127210 0.05
2842341 3519382 0.05
2842341 3524468 0.05
